id	pc1	pc2	pc3	pc4	pc5
IRIS_313-9121	-25.623341015805313	-1.6583034331954551	1.0630396304124294	-0.5584865625076214	-4.765943363175801
IRIS_313-11162	-24.32469432489449	-4.31184951365427	0.9752884507700139	-0.2541344815767543	2.5924737596843506
B010	-22.691052260564152	-6.040406600019315	0.09711830300637357	0.39469879443373274	15.668047804858157
IRIS_313-9182	-23.042072115682164	-5.494663457472133	-0.50671796324728	-0.23708859340931848	0.34106466413166237
IRIS_313-10990	-23.549078855983552	-7.702615808872339	-0.956298817963032	-0.5740099475595832	-1.762383785075007
B026	-22.74849915498367	-2.343900162417009	0.7929737299325369	-0.09414612203801444	6.0821492756577875
B029	-8.350877148210508	1.342475801932228	1.5173760097794862	1.2217465278140305	1.808859525472313
IRIS_313-10511	-26.142540748602404	-7.915618566284108	-0.35916014136472757	0.39130183764683235	-10.957424041937303
IRIS_313-11205	-24.063712397343966	-4.609264966144219	0.3270318654418714	0.9748156656068697	-5.127215789250709
IRIS_313-9262	-25.31634245032735	-3.797882395921074	0.6542735832620966	-0.07966435500450146	-6.116929723415563
IRIS_313-8660	-22.59786466344844	1.1353747724869734	1.7739137221112788	-1.5665986769895714	0.35347832458732786
B059	-24.538580121613677	-7.2656472894560435	0.32698359550681616	0.25824675641790884	18.912219692987215
B061	-24.685494792503416	-8.070650875940782	0.18663256781611187	0.6397768068065003	19.439927010704164
IRIS_313-9317	-24.32449695631158	-7.2844151110057425	0.5257111054986914	0.24750132023301147	-0.8261527091745368
IRIS_313-9320	-24.10932148491711	-7.731011202314057	-0.5882769314157941	0.5806514212425103	-7.750980164172902
IRIS_313-9324	-25.2061464807247	-8.490925348269855	-0.16370344913519724	0.671937889898553	14.574988950135921
IRIS_313-9325	-24.063872750225464	-6.182303451579619	0.07135598353554783	0.29140482525785344	-5.354067367433223
IRIS_313-10997	-22.867947309920346	-6.099723271692294	-0.21892619453633766	0.32543687943379823	-11.477705828844753
IRIS_313-10614	-19.514131149224564	-4.401104084536582	0.3483918032599942	-0.28393861343482985	-2.0312804134575666
B073	-22.67363277850679	-6.501056905714281	0.23987405261166433	0.24732477856872642	2.1929304512926606
IRIS_313-11234	-22.255490139513032	-7.862756618220217	-2.1872256282564577	-0.00497609992427531	-0.2159927264197163
B076	-18.619734922684085	-3.6475319402213495	0.38693882833064763	0.4686467914012073	1.8172852156296795
B079	-25.01331676417477	-7.307232960298609	0.004441966390784334	-0.2540340628951923	11.86449613174103
B081	-19.018103419133922	-3.9961643163819955	-0.0032089732152705682	0.595860450514409	4.932968813186006
IRIS_313-9384	-23.21769920448632	-0.7466031426261537	0.8701174426660298	-1.0535835675063654	-2.3665404083793296
B089	-18.827551419876617	-3.7227149942834337	0.04329781707078145	0.6030708267254072	5.186085454778843
B090	-19.177468273958848	-1.8572032701613637	0.536439341217413	-0.6768228306551813	5.612292814244183
B091	-23.451416190890168	-2.4107119063122573	0.7006117775514282	-0.9751776589428179	6.401699835249123
B092	-22.345023289588877	-7.642638430718679	0.2794646719223481	0.3750099154815795	20.165737102796736
B094	-17.923759214528896	-1.6265084893292736	0.6567940252611282	0.596796213032604	8.915107627595388
B095	-24.923644494150597	-7.254864026737139	-0.23604305777618165	-0.6230137637748377	0.6636301248581515
B096	-23.99818537846393	-6.505557696250146	-0.665356229956455	-0.6099399536153467	5.954602065606543
B097	-25.3101051268502	-7.2639675942314135	0.26363160550351794	-0.3662651777991336	5.212558904802585
IRIS_313-11256	-25.518237592321597	-5.338774070947234	0.3625265289691514	1.3504204546468845	-2.4372369094579693
IRIS_313-9424	-25.91765375096723	-6.840578890958856	0.015323098656020249	-0.3771856653747164	0.10228123972143685
IRIS_313-9427	-25.749053033976097	-7.779138931187122	-0.591566169885734	0.6142045379010916	-3.9132052276700713
IRIS_313-11261	-24.56856548776028	-6.533067123095194	-0.3571225417314602	0.1744036104455412	-4.131282572310275
IRIS_313-11262	-25.198360861581683	-6.358152772594685	0.08642280995637888	0.8681763428967703	-1.6873466049514094
B107	-24.118076021475083	-6.961933296301244	-0.11190023205762138	0.6692475796523268	2.267089170104879
IRIS_313-11264	-26.535865613402752	-7.692893669311121	-0.2280177911179726	0.1947762147525359	-1.2088464013618352
IRIS_313-11266	-26.26264181284942	-8.331556365698022	-0.6112205307245449	-0.24387634458723306	-0.8734153502586443
IRIS_313-11267	-24.271725448060636	-5.823942941400474	-0.7098848315801887	1.2828396906548714	-6.720032051720822
B113	-24.127511622363777	-8.246756840073829	-0.39441441314669834	-0.1700066813602544	4.69147258381912
B115	-23.74145323806357	-8.075792889836023	-0.16228642283241274	0.7195612999470127	13.344691843652557
B116	-25.119712192395877	-5.727082190950099	0.5222811893609886	0.45354337535627054	9.006003825886218
IRIS_313-11273	-26.66148381438511	-5.735560453093871	0.4085737819667319	1.16992932844338	-4.666704636520083
IRIS_313-11275	-22.638487563921792	-1.6836774769101563	0.425252395014589	-0.09446434046416075	0.6208035070274861
IRIS_313-11276	-9.259964414119203	0.7242920429594759	-0.7952593603598285	2.382044282434206	-1.9140770222063164
B121	-23.93481724683907	-7.786816803123113	0.10576220904224215	0.24605545529347678	20.229171682802228
IRIS_313-9492	-24.07708352650319	-2.8917828155393868	0.6495360973178634	-0.2305203024346982	-3.340864176664438
B123	-16.956913974015112	-4.668112954456547	0.7641952894758782	0.6544478549364195	2.562025426198507
IRIS_313-11280	-22.916898567422848	-6.179308627587422	-0.07499995979670337	0.49121175010506757	-7.184860711487774
B125	-19.220644542824044	-5.25572331169465	0.33846814972378486	0.7275090200373856	6.484075704745578
IRIS_313-11282	-24.431598340876892	-4.493011991236478	0.014809967016106738	0.7418374930075752	-5.556366971081428
IRIS_313-11283	-22.689288807824763	-5.509135570071975	0.023227127340537244	-0.97105821155849	3.9680261355413493
IRIS_313-11284	-21.234291144349775	-4.255021199917067	-0.22545594415651649	1.3355583078943434	-3.672072307529766
B129	-19.18430119042805	-5.066932308911431	0.5165277534682587	0.38166298896114903	2.5666315708666025
B130	-11.243985450384427	-0.3914730244342237	0.7990136149979805	0.993585669840976	6.9307083694987845
B131	-22.692728504945684	-6.910275931822367	0.43153616031655745	0.30959159723082713	0.39318340701573684
IRIS_313-11288	-21.305770257161356	-4.331999171436759	-0.09386947791837782	0.6460580771177117	-3.046997768995525
IRIS_313-11292	-24.883808141704577	-6.669225356345162	-0.07900020465986378	-0.028838917764620636	-4.529959863617709
IRIS_313-11294	-23.912234630832092	-6.457186566264004	-0.009012059253714292	1.0350295417761888	-4.65119861014745
IRIS_313-9560	-24.962193876209938	-7.376495456532658	-0.37636046598696504	0.18821149584124655	-0.36310112460888155
B140	-24.182836618566768	-8.06254699823863	0.008753861847507071	-0.18043444108945111	16.87507446908063
IRIS_313-9570	-20.789346295005604	-7.440988938114853	-0.755158788571944	-0.22693955168181337	6.1223562645789
IRIS_313-11300	-20.88749428393375	0.7365353338962911	0.22436859060052017	0.718436024534399	-2.705025146615693
IRIS_313-11301	-24.786343288726655	-3.521468322269016	0.5503820033432356	0.26475874060975496	-6.573250920567975
IRIS_313-11303	-17.069619445608286	-1.9284373691737364	0.6523211618281629	0.16722356507781636	-1.5294290858139616
IRIS_313-9590	-23.47324546406865	-7.968504016997944	-1.3542171116564903	-0.34922105988241786	-7.956600129245881
B149	-24.713780149307553	-8.363766235094975	-0.3962592297658374	0.30488602757657396	15.532434315917888
IRIS_313-9594	-24.93960890542561	-7.245267619803207	-0.4896473751997107	0.7396231424919025	-6.531071893568876
IRIS_313-11307	-24.85491811541762	-5.242319193206671	0.37965366659517114	0.12290315841358249	-3.702005782627914
IRIS_313-11308	-26.47876563068696	-7.435311333087153	0.1000885449766531	0.3399978283575318	-1.8505013287538064
IRIS_313-11309	-25.78330896045727	-8.21742555326533	-0.035318596378963514	0.6711654599752919	0.37593045438425843
IRIS_313-11310	-25.271041153836897	-5.3314809834842185	0.25042958976419566	-0.585448440948181	-0.44193537701554686
IRIS_313-9605	-25.31080302073594	-8.59840808617053	-0.08156175112450773	0.091296932078677	15.665166393673385
B157	-23.83606019520423	-7.432855226315461	0.4976755013005815	0.3527621209990434	8.485157380975432
IRIS_313-11316	-21.81458211693665	-7.259749782641742	-0.5033040398239724	0.9580637025179926	-10.463597390371527
IRIS_313-9619	-24.77932825741489	-6.008405337626226	-0.15906496891037095	0.9755323246983381	-6.324793985735316
