id	pc1	pc2	pc3	pc4	pc5
IRIS_313-11928	8.27636573178106	-1.1602191332242993	-4.663220761178592	-2.7481223977499383	-2.275295496737496
IRIS_313-11337	7.852247881591047	-1.2895240365945004	-4.786636735605664	-3.294449537060725	-2.013236917718551
IRIS_313-9698	10.052971527254009	-2.789123359082159	7.381468561359979	0.6453584066195104	-1.018537772254356
IRIS_313-11571	8.336525097646843	-1.7976160650701574	5.145651556887534	1.0119070828508718	-0.6618478134566841
IRIS_313-10815	8.096107769989745	-1.1269230305764943	-4.483207241813265	-2.660020414011463	-2.3449225729913317
IRIS_313-10840	10.29649131656572	-2.5179586699487913	5.972738243538251	0.7190446795404454	-0.4140414046724048
IRIS_313-8400	8.276159405523199	-1.772239760036962	-1.1691148396632518	-1.4398874370617285	-1.6278182670265167
IRIS_313-9724	9.284294882534091	-2.0738529838163817	5.631700074339004	1.1166876302589273	-0.4940510309679007
IRIS_313-9725	9.527436813938674	-2.2378725874538516	5.947655531761188	1.2286079265347019	-1.1191254816947704
IRIS_313-10827	8.452315352578625	-1.4757387590592452	-4.754382102423008	-3.4791005630686715	-2.157020116138744
IRIS_313-10828	7.9742657666166235	-1.1773118556627749	-4.513428460964058	-2.502218620202604	-1.9227955068950053
B204	10.088985697572536	-2.169994254862837	4.720230559650642	0.8938073445818477	-0.6019773476577708
B205	8.775133252442552	-1.4066853128524286	1.1837870008465612	-0.3796736988494585	0.572309280108361
IRIS_313-10831	7.70512467917845	-1.3339917512716188	-4.7703645425767425	-2.962401259219599	-2.4718497661923977
IRIS_313-9769	10.076597664918713	-2.5357302867993456	4.530425553064792	0.021779697795105787	-0.8566015232560571
B212	7.946305388569974	-1.796460374608325	3.751621710515217	0.7791828973768294	-0.5298672644798719
B215	9.775509942494404	-2.221062111632049	5.782996625583681	0.9446144774923513	-0.33077989751224124
IRIS_313-10838	9.701074997468428	-2.550114790496634	6.19604110325539	0.7256728178805937	-0.7626562561444845
IRIS_313-10839	10.01486716768761	-2.7525832998751105	7.154629852545699	0.7222766248410704	-0.8549428836267101
B218	9.580505106300729	-2.4254214309484534	5.307508004738657	0.3293329639581519	-0.42600975055180657
B223	8.278071031350871	-1.5384395301010299	3.114972451215347	0.3220469668430761	0.4347811679450054
IRIS_313-9800	8.431941724371512	-1.7338180505881757	-2.1966689821024277	-2.0272136311467737	-1.7079909043976225
B225	9.507610070064661	-2.159663992034962	3.9975949006907507	0.5366257587659695	0.24714456940232332
B226	10.034299862035489	-2.2236195086087807	4.972447276956885	1.2152496571457831	-0.4239881621838103
IRIS_313-8162	10.26054282965315	-2.8085317494897026	7.01055479603685	0.6911107655394083	-1.0522219121848724
B228	8.146669479391289	-1.24322352584646	1.078049220122084	-0.25881573096402005	1.7294236397448834
IRIS_313-11971	7.57121481807921	-0.9221724500215343	-4.440190750717159	-2.139799825462962	-1.6731491191746324
B230	8.980329534971247	-1.6777148718658164	2.2496879357769206	0.0396991994219819	-0.06426321976832919
CX212	7.923209599724808	-1.9199739323720255	5.654989511380684	0.5225288517821409	-0.9458200267799945
IRIS_313-10848	8.66850793013188	-0.9619772886792721	-1.6145094268518867	-1.0908700692029611	2.3863493271625966
B235	9.328156415161144	-2.733803828322034	7.141503999891134	0.9526410497699466	-1.4453511529873335
B236	10.027016923043055	-2.7261581868249745	6.598735813121726	0.5908641841846023	-0.9498154671360405
IRIS_313-10862	9.034303578501717	-1.408401045359571	-2.9115686724622276	-2.3421036983874735	0.7200605836852177
