blk_size	pop
909	4
1994	4
215	4
534	4
1	4
1047	4
894	4
92	4
753	4
1102	4
2433	4
1339	4
170	4
1668	4
1722	4
2652	4
3511	4
1281	4
949	4
387	4
446	4
234	4
239	4
1883	4
45	4
3008	4
1271	4
4746	4
2634	4
93	4
1385	4
701	4
1404	4
1532	4
3530	4
7442	4
171	4
314	4
1597	4
548	4
104	4
18	4
300	4
179	4
271	4
689	4
278	4
1884	4
537	4
682	4
1089	4
184	4
125	4
2503	4
208	4
820	4
349	4
103	4
2887	4
49	4
144	4
721	4
770	4
595	4
3412	4
4198	4
701	4
332	4
310	4
4276	4
1362	4
352	4
42	4
4	4
2271	4
2640	4
1562	4
408	4
3851	4
689	4
278	4
1884	4
3005	4
387	4
357	4
72	4
2372	4
46	4
947	4
1488	4
4311	4
1138	4
182	4
454	4
4262	4
1056	4
493	4
518	4
937	4
683	4
1128	4
621	4
44	4
104	4
2049	4
101	4
1707	4
776	4
56	4
3934	4
2722	4
4478	4
895	4
2020	4
387	4
446	4
153	4
95	4
2514	4
2255	4
261	4
285	4
89	4
125	4
1486	4
2460	4
2288	4
707	4
886	4
1934	4
701	4
493	4
518	4
937	4
683	4
1128	4
621	4
316	4
786	4
465	4
44	4
317	4
4905	4
1509	4
3417	4
3713	4
422	4
3599	4
474	4
2064	4
347	4
103	4
13	4
101	4
1482	4
390	4
795	4
402	4
778	4
2181	4
1896	4
4037	4
701	4
701	4
814	4
1232	4
501	4
371	4
1838	4
1524	4
990	4
5452	4
1844	4
108	4
729	4
587	4
2649	4
1213	4
499	4
268	4
3332	4
528	4
412	4
61	4
1955	4
1432	4
381	4
1265	4
2548	4
259	4
1110	4
997	4
2645	4
3	4
2791	4
2831	4
1841	4
158	4
2299	4
4084	4
1509	4
125	4
1220	4
256	4
2219	4
376	4
2855	4
1687	4
1789	4
333	4
71	4
446	4
234	4
239	4
724	4
1679	4
1021	4
343	4
381	4
2102	4
3415	4
200	4
462	4
775	4
1019	4
1530	4
1414	4
701	4
565	4
2266	4
1841	4
1680	4
713	4
4261	4
1396	4
1844	4
108	4
729	4
587	4
2649	4
1213	4
499	4
268	4
3953	4
43	4
178	4
159	4
512	4
995	4
402	4
1622	4
237	4
1265	4
2548	4
259	4
1110	4
997	4
343	4
825	4
477	4
3794	4
2867	4
1389	4
820	4
738	4
499	4
2087	4
2337	4
576	4
1056	4
642	4
1108	4
754	4
2652	4
1373	4
490	4
963	4
895	4
2020	4
387	4
446	4
234	4
239	4
1434	4
26	4
1357	4
2174	4
744	4
1767	4
2487	4
1171	4
961	4
1530	4
769	4
354	4
474	4
387	4
131	4
493	4
518	4
937	4
683	4
1128	4
621	4
316	4
786	4
465	4
44	4
317	4
4905	4
1509	4
3417	4
1877	4
2335	4
895	4
321	4
1682	4
381	4
920	4
2298	4
599	4
892	4
381	4
1265	4
2548	4
259	4
1110	4
997	4
343	4
825	4
477	4
3794	4
1046	4
1360	4
48	4
820	4
168	4
211	4
308	4
3099	4
1325	4
801	4
1214	4
79	4
5	4
1885	4
1588	4
280	4
3080	4
451	4
1716	4
80	4
711	4
1611	4
418	4
945	4
2132	4
556	4
1892	4
396	4
2105	4
342	4
637	4
3500	4
660	4
218	4
211	4
1853	4
1886	4
673	4
28	4
814	4
1587	4
619	4
3557	4
101	4
1707	4
1209	4
37	4
1308	4
452	4
368	4
786	4
1522	4
256	4
1983	4
612	4
1037	4
966	4
904	4
2128	4
800	4
339	4
781	4
2444	4
365	4
1657	4
381	4
2102	4
1658	4
3418	4
1853	4
1886	4
673	4
28	4
814	4
1232	4
501	4
153	4
203	4
1137	4
9639	4
277	4
111	4
256	4
3768	4
1114	4
359	4
711	4
1611	4
867	4
680	4
462	4
2966	4
3105	4
1343	4
1023	4
2883	4
1329	4
767	4
848	4
2102	4
66	4
11	4
642	4
4094	4
1484	4
896	4
516	4
217	4
1100	4
3456	4
1698	4
2090	4
449	4
18	4
1726	4
4367	4
815	4
1640	4
765	4
406	4
1450	4
396	4
2105	4
342	4
637	4
3500	4
660	4
635	4
52	4
388	4
691	4
516	4
1886	4
673	4
28	4
1143	4
1760	4
808	4
1722	4
919	4
713	4
3847	4
1063	4
1613	4
2402	4
3494	4
80	4
242	4
1155	4
3532	4
15	4
1947	4
45	4
889	4
769	4
722	4
1782	4
770	4
595	4
1762	4
1735	4
319	4
1688	4
249	4
209	4
226	4
1131	4
474	4
387	4
131	4
1e3	4
1401	4
619	4
3557	4
101	4
1707	4
776	4
56	4
3934	4
2722	4
4478	4
895	4
2020	4
387	4
446	4
234	4
239	4
1064	4
396	4
1357	4
2174	4
99	4
465	4
180	4
1406	4
202	4
2273	4
373	4
371	4
507	4
4198	4
701	4
1046	4
1360	4
48	4
820	4
168	4
211	4
1666	4
651	4
437	4
1234	4
334	4
266	4
2073	4
1077	4
368	4
786	4
1522	4
256	4
1983	4
612	4
2776	4
346	4
2713	4
815	4
1640	4
765	4
1095	4
758	4
1229	4
2254	4
4130	4
1415	4
1305	4
772	4
67	4
155	4
988	4
150	4
47	4
1e3	4
64	4
884	4
942	4
475	4
790	4
373	4
2049	4
101	4
1707	4
776	4
56	4
2096	4
270	4
2310	4
3025	4
3319	4
1618	4
2166	4
78	4
234	4
239	4
724	4
721	4
5156	4
987	4
151	4
2073	4
182	4
454	4
361	4
143	4
319	4
1688	4
446	4
1305	4
1056	4
799	4
900	4
164	4
175	4
906	4
1096	4
7087	4
186	4
1056	4
1584	4
721	4
914	4
718	4
612	4
40	4
932	4
1962	4
499	4
679	4
682	4
1537	4
381	4
920	4
3789	4
1038	4
285	4
465	4
180	4
1406	4
1206	4
983	4
997	4
343	4
1404	4
2636	4
289	4
346	4
421	4
799	4
900	4
164	4
175	4
906	4
1096	4
6713	4
560	4
1056	4
1584	4
721	4
914	4
718	4
612	4
40	4
932	4
1962	4
499	4
679	4
682	4
1537	4
333	4
71	4
446	4
234	4
239	4
724	4
1545	4
20	4
2598	4
690	4
54	4
1106	4
3500	4
377	4
2931	4
814	4
67	4
155	4
627	4
558	4
799	4
900	4
772	4
800	4
717	4
3224	4
4101	4
270	4
2310	4
3025	4
3319	4
1618	4
2166	4
78	4
234	4
239	4
724	4
721	4
506	4
866	4
2174	4
99	4
465	4
180	4
516	4
2423	4
1138	4
182	4
81	4
878	4
1730	4
287	4
573	4
2223	4
909	4
332	4
3677	4
1362	4
352	4
42	4
4	4
2271	4
2640	4
1562	4
408	4
3851	4
689	4
278	4
1884	4
3005	4
387	4
357	4
72	4
2372	4
46	4
947	4
1488	4
4311	4
1138	4
182	4
454	4
4262	4
1056	4
2547	4
371	4
4845	4
1831	4
391	4
4082	4
256	4
1983	4
612	4
2776	4
80	4
64	4
257	4
3449	4
109	4
446	4
3730	4
396	4
2105	4
342	4
304	4
1557	4
259	4
1110	4
997	4
343	4
825	4
477	4
3794	4
57	4
550	4
40	4
309	4
1145	4
197	4
618	4
5	4
15	4
2276	4
647	4
905	4
621	4
4424	4
1342	4
1722	4
2652	4
2712	4
1618	4
2638	4
15	4
444	4
512	4
995	4
402	4
1622	4
237	4
1118	4
469	4
1917	4
338	4
84	4
324	4
526	4
186	4
1843	4
2080	4
1356	4
163	4
278	4
490	4
446	4
1011	4
2327	4
27	4
790	4
2609	4
437	4
1040	4
1374	4
2022	4
840	4
1431	4
171	4
5405	4
4374	4
237	4
943	4
3469	4
2409	4
4025	4
1715	4
29	4
262	4
136	4
1034	4
814	4
67	4
155	4
988	4
150	4
47	4
57	4
550	4
40	4
309	4
1789	4
212	4
2255	4
647	4
905	4
621	4
4424	4
1342	4
1722	4
2652	4
2712	4
1618	4
2638	4
15	4
444	4
512	4
995	4
402	4
1622	4
237	4
1118	4
469	4
1917	4
338	4
84	4
324	4
526	4
186	4
1843	4
2080	4
1356	4
163	4
278	4
490	4
446	4
1404	4
1532	4
4692	4
152	4
50	4
555	4
858	4
1147	4
823	4
381	4
775	4
642	4
1786	4
895	4
771	4
467	4
1025	4
966	4
904	4
2128	4
800	4
339	4
781	4
2444	4
365	4
1657	4
381	4
2349	4
363	4
203	4
1475	4
133	4
1063	4
1219	4
2564	4
1548	4
701	4
799	4
99	4
2355	4
465	4
322	4
1930	4
437	4
1234	4
334	4
266	4
2496	4
576	4
1056	4
642	4
1786	4
2994	4
3669	4
1789	4
333	4
71	4
446	4
234	4
239	4
724	4
1545	4
20	4
2598	4
690	4
54	4
1106	4
3500	4
377	4
2931	4
814	4
67	4
155	4
627	4
558	4
4918	4
1362	4
352	4
42	4
4	4
2271	4
2640	4
1562	4
408	4
3851	4
689	4
278	4
1474	4
628	4
431	4
20	4
530	4
1789	4
1422	4
3668	4
1038	4
285	4
465	4
180	4
1406	4
1366	4
401	4
400	4
2230	4
707	4
1160	4
658	4
162	4
485	4
289	4
767	4
814	4
1232	4
501	4
371	4
356	4
168	4
211	4
2643	4
3816	4
1201	4
1056	4
1584	4
1252	4
1988	4
1333	4
1326	4
499	4
268	4
5151	4
790	4
677	4
1102	4
381	4
2102	4
2181	4
1112	4
1995	4
707	4
1160	4
658	4
1002	4
701	4
2903	4
1546	4
1587	4
728	4
437	4
1040	4
1374	4
2022	4
840	4
1431	4
171	4
3109	4
767	4
966	4
904	4
402	4
48	4
749	4
12	4
359	4
65	4
395	4
2638	4
15	4
444	4
1072	4
734	4
103	4
2598	4
1363	4
3080	4
997	4
343	4
531	4
771	4
3794	4
909	4
1994	4
1137	4
72	4
43	4
2065	4
896	4
516	4
217	4
1100	4
3456	4
1865	4
1613	4
5153	4
1281	4
949	4
387	4
446	4
234	4
239	4
1883	4
45	4
1618	4
557	4
1565	4
1533	4
3666	4
4198	4
701	4
2831	4
1841	4
158	4
2798	4
152	4
50	4
555	4
1209	4
37	4
2411	4
328	4
1341	4
1162	4
426	4
140	4
1340	4
1105	4
1504	4
963	4
895	4
2020	4
31	4
333	4
743	4
576	4
432	4
651	4
1357	4
769	4
722	4
1782	4
770	4
595	4
1774	4
1439	4
285	4
1229	4
63	4
1160	4
1305	4
1056	4
1404	4
1508	4
362	4
168	4
211	4
1630	4
937	4
896	4
516	4
217	4
1100	4
3456	4
1832	4
810	4
4437	4
1596	4
2169	4
381	4
920	4
1482	4
1357	4
1389	4
1462	4
1533	4
3666	4
4198	4
701	4
2547	4
371	4
4845	4
1581	4
1869	4
1509	4
3417	4
3713	4
422	4
1753	4
3354	4
208	4
820	4
349	4
103	4
1596	4
390	4
1451	4
217	4
264	4
196	4
340	4
2587	4
997	4
343	4
1404	4
748	4
2944	4
799	4
900	4
772	4
800	4
717	4
3224	4
4101	4
270	4
2310	4
2048	4
952	4
37	4
1062	4
1492	4
80	4
711	4
422	4
2192	4
226	4
564	4
640	4
996	4
338	4
41	4
1213	4
1432	4
381	4
1265	4
1839	4
2560	4
4898	4
289	4
767	4
633	4
746	4
239	4
1824	4
781	4
105	4
3197	4
1379	4
257	4
56	4
61	4
2531	4
1342	4
1722	4
2652	4
3511	4
1281	4
949	4
387	4
446	4
234	4
239	4
1883	4
45	4
2014	4
206	4
1118	4
469	4
1917	4
338	4
84	4
324	4
526	4
186	4
1843	4
2080	4
1356	4
163	4
278	4
490	4
446	4
909	4
1994	4
1137	4
4360	4
2337	4
576	4
1056	4
642	4
1786	4
2994	4
459	4
136	4
4367	4
815	4
351	4
180	4
3730	4
396	4
2105	4
342	4
637	4
3500	4
660	4
635	4
3533	4
701	4
1046	4
1360	4
48	4
820	4
168	4
211	4
2643	4
6317	4
1280	4
3025	4
40	4
932	4
3020	4
20	4
530	4
1789	4
2096	4
1037	4
1007	4
2174	4
744	4
1767	4
2487	4
1161	4
971	4
1530	4
769	4
354	4
474	4
387	4
131	4
1011	4
401	4
1491	4
1137	4
1930	4
151	4
365	4
278	4
7303	4
256	4
2219	4
376	4
3102	4
331	4
895	4
2020	4
387	4
446	4
234	4
239	4
1434	4
26	4
3934	4
1343	4
3075	4
4605	4
165	4
301	4
305	4
578	4
57	4
550	4
40	4
309	4
1789	4
212	4
1342	4
1356	4
640	4
2139	4
515	4
3093	4
328	4
1538	4
171	4
314	4
1597	4
548	4
104	4
18	4
300	4
179	4
271	4
2827	4
1618	4
2638	4
15	4
444	4
512	4
995	4
402	4
1622	4
237	4
1118	4
469	4
1917	4
338	4
84	4
324	4
526	4
186	4
1843	4
2080	4
1356	4
163	4
278	4
490	4
446	4
753	4
2150	4
300	4
2531	4
257	4
526	4
1724	4
3758	4
837	4
623	4
159	4
77	4
2178	4
4478	4
895	4
2020	4
282	4
1490	4
215	4
128	4
208	4
865	4
46	4
947	4
3862	4
369	4
1120	4
1586	4
737	4
2889	4
1050	4
222	4
1056	4
1046	4
1857	4
1137	4
1547	4
134	4
856	4
101	4
1707	4
1209	4
37	4
2411	4
328	4
1341	4
1162	4
426	4
140	4
1340	4
103	4
894	4
746	4
962	4
80	4
261	4
772	4
499	4
759	4
1147	4
251	4
377	4
887	4
1136	4
41	4
1213	4
665	4
1103	4
1073	4
49	4
2427	4
338	4
1316	4
24	4
997	4
1874	4
513	4
465	4
1886	4
673	4
28	4
1046	4
1360	4
48	4
820	4
168	4
1151	4
1984	4
101	4
2885	4
55	4
297	4
5552	4
1312	4
1105	4
1504	4
963	4
895	4
664	4
387	4
952	4
381	4
743	4
576	4
432	4
651	4
1357	4
420	4
2257	4
894	4
492	4
1320	4
2902	4
1019	4
1012	4
1577	4
289	4
767	4
2903	4
1137	4
812	4
867	4
820	4
976	4
1300	4
362	4
6290	4
643	4
943	4
370	4
1035	4
3002	4
557	4
1527	4
109	4
446	4
3730	4
396	4
2105	4
342	4
637	4
4130	4
780	4
598	4
116	4
3405	4
1011	4
937	4
942	4
475	4
639	4
589	4
1695	4
344	4
42	4
4	4
3722	4
79	4
5	4
364	4
303	4
678	4
626	4
341	4
3343	4
1652	4
262	4
46	4
278	4
1884	4
3005	4
387	4
357	4
72	4
2779	4
4598	4
758	4
94	4
1386	4
1828	4
2634	4
2102	4
66	4
11	4
1334	4
614	4
942	4
475	4
790	4
2609	4
437	4
774	4
5176	4
408	4
2020	4
1200	4
1105	4
1504	4
963	4
895	4
2020	4
387	4
446	4
234	4
239	4
1434	4
26	4
1357	4
2174	4
744	4
1767	4
2487	4
1171	4
961	4
1530	4
769	4
354	4
474	4
387	4
131	4
814	4
1232	4
501	4
371	4
1838	4
1524	4
990	4
5452	4
1844	4
108	4
729	4
587	4
2649	4
1213	4
499	4
268	4
3332	4
528	4
412	4
61	4
1955	4
1024	4
294	4
2105	4
342	4
637	4
2570	4
3665	4
3	4
2791	4
103	4
2800	4
1137	4
1930	4
437	4
434	4
5841	4
1226	4
171	4
314	4
1597	4
548	4
104	4
18	4
300	4
179	4
271	4
689	4
278	4
1884	4
537	4
682	4
1089	4
184	4
125	4
2503	4
208	4
820	4
349	4
103	4
2887	4
49	4
501	4
217	4
264	4
622	4
3689	4
435	4
988	4
133	4
447	4
1727	4
563	4
285	4
670	4
2831	4
1841	4
158	4
2691	4
864	4
1209	4
37	4
2411	4
328	4
1341	4
1162	4
426	4
140	4
1340	4
1105	4
1504	4
963	4
895	4
2020	4
31	4
333	4
743	4
576	4
432	4
651	4
1357	4
769	4
722	4
1782	4
770	4
595	4
1774	4
1439	4
285	4
1229	4
63	4
1160	4
1305	4
1056	4
909	4
1994	4
1137	4
72	4
43	4
2609	4
437	4
774	4
5176	4
408	4
2355	4
979	4
37	4
1260	4
705	4
4140	4
1537	4
737	4
72	4
651	4
169	4
3751	4
288	4
1533	4
3666	4
4198	4
701	4
1e3	4
1401	4
619	4
3557	4
101	4
1707	4
776	4
56	4
3934	4
2722	4
3627	4
273	4
1687	4
1789	4
333	4
71	4
446	4
234	4
239	4
724	4
1679	4
1482	4
390	4
795	4
402	4
1265	4
1023	4
1233	4
2979	4
3794	4
909	4
1994	4
215	4
534	4
1	4
1047	4
894	4
92	4
753	4
1102	4
2433	4
1339	4
170	4
1668	4
1722	4
2652	4
3511	4
1281	4
949	4
387	4
446	4
234	4
239	4
1883	4
45	4
3466	4
1343	4
1337	4
324	4
526	4
186	4
78	4
1049	4
660	4
1102	4
3321	4
418	4
28	4
1564	4
467	4
905	4
2868	4
1356	4
4162	4
507	4
893	4
1844	4
108	4
729	4
587	4
2649	4
1213	4
499	4
268	4
